0,114.174675,22.2471523,2014-07-08 10:00:00.0
0,114.174675,22.2471523,2014-07-08 10:01:00.0
0,114.174675,22.2471523,2014-07-08 10:02:00.0
0,114.174675,22.2471523,2014-07-08 10:03:00.0
0,114.174675,22.2471523,2014-07-08 10:04:00.0
0,114.174675,22.2471523,2014-07-08 10:05:00.0
0,114.174675,22.2471523,2014-07-08 10:06:00.0
0,114.174675,22.2471523,2014-07-08 10:07:00.0
0,114.174675,22.2471523,2014-07-08 10:08:00.0
0,114.174675,22.2471523,2014-07-08 10:09:00.0
0,114.174675,22.2471523,2014-07-08 10:10:00.0
0,114.174675,22.2471523,2014-07-08 10:11:00.0
0,114.174675,22.2471523,2014-07-08 10:12:00.0
0,114.174675,22.2471523,2014-07-08 10:13:00.0
0,114.174675,22.2471523,2014-07-08 10:14:00.0
0,114.174675,22.2471523,2014-07-08 10:15:00.0
0,114.174675,22.2471523,2014-07-08 10:16:00.0
0,114.1746834,22.2471531,2014-07-08 10:17:00.0
0,114.1746796,22.2471333,2014-07-08 10:18:00.0
0,114.1747216,22.2471285,2014-07-08 10:19:00.0
0,114.1747276,22.2471678,2014-07-08 10:20:00.0
0,114.174701,22.2471344,2014-07-08 10:21:00.0
0,114.174746,22.2471498,2014-07-08 10:22:00.0
0,114.1746864,22.2471466,2014-07-08 10:23:00.0
0,114.1747093,22.2471438,2014-07-08 10:24:00.0
0,114.1747238,22.2471945,2014-07-08 10:25:00.0
0,114.1746086,22.2471833,2014-07-08 10:26:00.0
0,114.1746826,22.2471186,2014-07-08 10:27:00.0
0,114.1746864,22.2471544,2014-07-08 10:28:00.0
0,114.174672,22.2471281,2014-07-08 10:29:00.0
0,114.174704,22.2471853,2014-07-08 10:30:00.0
0,114.1746803,22.2471218,2014-07-08 10:31:00.0
0,114.1746811,22.2471006,2014-07-08 10:32:00.0
0,114.174781,22.2468918,2014-07-08 10:33:00.0
0,114.1752174,22.2466183,2014-07-08 10:34:00.0
0,114.1752075,22.2461579,2014-07-08 10:35:00.0
